FULL_ID_FACILITIES (COMPOSITION OF: STR + ID_REGION + ID_ASL + ID_FACILITIES + COD_ASSISTANCE_TYPE),ID_FCAILITIES,ID_REGION,ID_ASL,TOWN,ID_TOWN,POSTAL_CODE,FACILITIES_TYPE,ID_ANTI_DRUG_CLINIC,ID_COMMUNITY_CENTER,COMMUNITY_CENTER_TYPE,ID_DIALYSIS_CENTER,ID_DIURNAL_CENTER,DIURNAL_CENTER_TYPE,ID_FAMILY_COUNSELLING,ID_HOSPICE,ID_HOSPITAL,ID_LABORATORY,ID_MENTAL HEALTH CENTER,ID_MULTIPLE_SCLEROSIS_CLINIC,ID_POLYCLINIC,ID_PROVINCE_HEALTHCARE_CENTER,ID_PSYCHIATRIC_RESIDENCE,ID_PUBLIC SOCIAL_SERVICE_COMPANY,ID_THERMAL_BATH,ID_TREATMENT_CENTER,FACILITIES_NAME_ITA,VAT_NUMBER (PARTITA_IVA),WEB_SITE,E_MAIL,ADDRESS,PHONE,FAX,ID_ASSISTANCE_TYPE,ASSISTANCE_TYPE_ITA,ASSISTANCE_TYPE,FACILITIES_RELATION_TYPE (INSIDE NHS -> TICKET VISIT OR OUTSIDE NHS -> FULL PRICE VISIT) SSN: SERVIZIO SANITARIO NAZIONALE -> NHS: National Health System,FACILITIES_RELATION_TYPE _ITA,UNIT_TYPE,UNIT_TYPE_ITA,LATITUDE_POINT,LONGITUDE_POINT,DECIMAL_DEGREE_LATITUDE_POINT,DECIMAL_DEGREE_LONGITUDE_POINT
STR042101052011S09,52011,42,101,TRENTO,22205,38121,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,29,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA CIVICA ANGELI CUSTODI,260880224,www.civicatnapsp.it,segreteria@civicatnapsp.it,VIA DELLA COLLINA  2,461207711,461207704,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,1203.37.00,2186.34.00,"46,069457","11,130534"
STR042101052012S09,52012,42,101,TRENTO,22205,38123,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,30,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA CIVICA GABBIOLO,260880224,www.civicatnapsp.it,segreteria@civicatnapsp.it,VIA ZNOJMO  16   GABBIOLO DI POVO,461911517,461913289,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,906.09.00,2501.23.00,"46,051609","11,149423"
STR042101052013S09,52013,42,101,TRENTO,22205,38121,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,31,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA CIVICA GARDOLO,260880224,www.civicatnapsp.it,segreteria@civicatnapsp.it,VIA AEROPORTO  38   GARDOLO,461950080,461960586,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,1837.35.00,1689.26.00,"46,107495","11,100706"
STR042101052015S01,52015,42,101,LAVIS,22103,38015,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,32,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA LAVIS - AMB.FKT,322440223,www.rsalavis.it,info@apsplavis.it,VIA ORTI  50,461246308,461246967,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,2317.01.00,1864.05.00,"46,136261","11,111185"
STR042101052103S01,52103,42,101,TRENTO,22205,38123,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,33,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA POVO - AMB. FKT,358920229,www.apspgrazioli.it,info@apspgrazioli.it,VIA DELLA RESISTENZA  63   FR  POVO,461810688,461811487,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,1187.41.00,2690.26.00,"46,068501","11,160766"
STR042101055401S09,55401,42,101,TRENTO,22205,38123,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,34,,,RSA - SPES CASA FAMIGLIA - TRENTO,251510228,www.gruppospes.it,casafamiglia@gruppospes.it,VIA DELLA COLTURA 138   LOC  CADINE,461236566,461233551,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,1137.43.00,2012.23.00,"46,065503","11,120083"
STR042101055500S01,55500,42,101,TRENTO,22205,38122,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,35,,,A.P.S.P. 'BEATO DE TSCHIDERER' - AMB. LOGO-AUDIOP.,833600224,www.iaps.it,info@iaps.it,VIA PIAVE  108,461273414,461273458,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,1103.45.00,2127.37.00,"46,063465","11,126997"
STR042101056000S09,56000,42,101,CEMBRA LISIGNAGO,22241,38030,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,36,,,RSA VALLE DI CEMBRA,251510228,www.gruppospes.it,valledicembra@gruppospes.it,LOC  BEDIN  4,461680055,461683394,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,2742.35.00,3318.21.00,"46,161795","11,198441"
STR042101060401S09,60401,42,101,PREDAIA,22230,38012,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,37,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA ANAUNIA,1839930227,www.apsptaio.org,info@apsptaio.org,VIA THOMAS A  EDISON  20   LOC  TAIO,463467617,463467621,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,5458.59.00,1110.35.00,"46,324779","11,065975"
STR042101060402S01,60402,42,101,PREDAIA,22230,38012,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,38,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA ANAUNIA  - AMB. FKT,1839930227,www.apsptaio.org,info@apsptaio.org,VIA THOMAS A  EDISON  20   LOC  TAIO,463467617,463467621,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,5458.59.00,1110.35.00,"46,324779","11,065975"
STR042101060501S09,60501,42,101,CLES,22062,38023,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,39,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA CLES,1022420226,www.apspcles.it,info@apspcles.it,VIA CHINI  37,463601311,463424730,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,6119.17.00,503.13.00,"46,364397","11,029533"
STR042101060601S09,60601,42,101,FONDO,22088,38050,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,40,,,RSA - STELLA MONTIS - FONDO,1166230225,www.upipa.tn.it,stellamontis@consolida.it,VIA S LUCIA  11,463832664,463832706,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,7389.19.00,2261.37.00,"46,440599","11,135037"
STR042101071201S09,71201,42,101,MALÈ,22110,38027,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,41,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA MALE',1019290228,www.centroservizimale.it,amministrazione@pec.centroservizimale.it,VIALE 4 NOVEMBRE 4/A,463902062,463902884,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,5990.03.00,15137.41.00,"46,356643","10,907661"
STR042101071301S09,71301,42,101,PELLIZZANO,22137,38024,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,42,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA PELLIZZANO,966130221,www.apsp-pellizzano.it,info@apsp-pellizzano.it,VIA DEI BASCHENIS  6,463751266,463751000,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,5229.02.00,15143.13.00,"46,310982","10,907993"
STR042101080103S09,80103,42,101,TIONE DI TRENTO,22199,38079,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,43,,,APSS - RSO TIONE,1429410226,www.apss.tn.it,,C/O OSPEDALE,465331231,465331263,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,INSIDE NHS,STRUTTURA DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,52.53.00,130.44.00,"46,0413","10,7244"
STR042101080202S09,80202,42,101,BORGO CHIESE,22238,38083,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,44,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA CONDINO,1022480220,www.rosadeiventi.tn.it,upipa.condino@mail.infotn.it,VIA BATTISTI  6,465621047,465621847,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,14868.16.00,9978.36.00,"45,889396","10,598116"
STR042101080203S09,80203,42,101,SPIAZZO,22179,38088,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,45,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA SPIAZZO,1010080222,www.casariposospiazzo.it,segreteria@casariposospiazzo.it,VIA S VIGILIO  13,465803111,465803125,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,1779.00.00,12282.31.00,"46,10398","10,736351"
STR042101080204S01,80204,42,101,BORGO CHIESE,22238,38063,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,46,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA CONDINO - AMB. FKT,1022480220,www.rosadeiventi.tn.it,upipa.condino@mail.infotn.it,VIA C  BATTISTI  6,465621047,465621847,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,14868.16.00,9978.36.00,"45,889396","10,598116"
STR042101080301S09,80301,42,101,BLEGGIO SUPERIORE,22017,38071,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,47,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA BLEGGIO SUPERIORE,1252190226,www.apspgiudicarieesteriori.it,segreteria@apspgiudicarieesteriori.it,FR S CROCE  41,465779824,465779555,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,686.46.00,13953.59.00,"46,038446","10,836639"
STR042101081700S09,81700,42,101,PIEVE DI BONO-PREZZO,22234,38085,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,48,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA PIEVE DI BONO,1083720225,www.apsppievedibono.it,mail@rsapdb.it,FRAZIONE STRADA  1,465674030,465674857,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,15819.25.00,10752.09.00,"45,946465","10,644529"
STR042101081901S09,81901,42,101,STORO,22183,38089,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,49,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA STORO,1437290222,www.comune.storo.tn.it,rsastoro@gmail.com,VIA SETTE PIEVI  9,465686018,465680843,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,14186.27.00,9587.00.00,"45,848487","10,57462"
STR042101081902S01,81902,42,101,STORO,22183,38089,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,50,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA STORO - AMB. FKT,1437290222,,rsastoro@gmail.it,VIA SETTE PIEVI  9,465686018,465680843,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,14186.27.00,9587.00.00,"45,848487","10,57462"
STR042101082101S09,82101,42,101,PINZOLO,22143,38086,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,51,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA PINZOLO,1368700223,www.apsp-pinzolo.it,segreteria@apsp-pinzolo.it,VIA GENOVA  84,465503665,465503236,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,2698.55.00,12710.10.00,"46,159175","10,76201"
STR042101082102S01,82102,42,101,PINZOLO,22143,38086,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,52,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA PINZOLO - AMB. FKT,1368700223,www.apsp-pinzolo.it,segreteria@apsp-pinzolo.it,VIA GENOVA  84,465503665,465503236,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,2698.55.00,12710.10.00,"46,159175","10,76201"
STR042101092000S09,92000,42,101,LEDRO,22229,38060,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,53,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA BEZZECCA,951530229,www.apspgiacomocis.it,segreteria@apspgiacomocis.it,VIA G  CIS  45  BEZZECCA,464591042,464591414,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,15340.21.00,11936.01.00,"45,917721","10,715561"
STR042101092100S09,92100,42,101,RIVA DEL GARDA,22153,38066,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,54,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA RIVA DEL GARDA,589730225,www.csarivadelgarda.it,info@csarivadelgarda.it,VIA ARDARO  20/A RIVA DEL GARDA,464554280,464556420,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,14912.19.00,14036.29.00,"45,892039","10,841589"
STR042101092200S09,92200,42,101,DRO,22079,38074,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,55,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA DRO,516770229,www.residenzamolino.it,info@residenzamolino.it,VIA MOLINO  9,464504325,464504690,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,16082.09.00,15238.58.00,"45,962229","10,913738"
STR042101092300S09,92300,42,101,ARCO,22006,38062,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,56,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA ARCO,503560229,www.fcda.it,info@fcda.it,VIA STRAPPAZOCCHE  18,464532032,464518387,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,15344.16.00,14670.09.00,"45,917956","10,879609"
STR042101092500S09,92500,42,101,ARCO,22006,38062,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,57,,,RSA PICCOLE SUORE S.FAMIGLIA - ARCO,427050232,www.pssf.it,sacrafamigliaarco@pssf.it,VIA NAS  4,464586100,464532172,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,15338.37.00,14614.28.00,"45,917617","10,876268"
STR042101100702S09,100702,42,101,ROVERETO,22161,38068,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,58,,,RSAO SOLATRIX,311150221,www.casadicurasolatrix.it,info@casadicurasolatrix.it,VIA BELLINI  11,464491111,464491345,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,15028.04.00,770.08.00,"45,898984","11,045548"
STR042101100703S09,100703,42,101,ROVERETO,22161,38068,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,59,,,RSA SOLATRIX - ST GESTIONI SOC.COOP. SOC.,1886630225,www.gruppospes.it,info@gruppospes.it,VIA BELLINI  11,464025511,461402065,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,15028.04.00,770.08.00,"45,898984","11,045548"
STR042101103001S09,103001,42,101,ROVERETO,22161,38068,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,60,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA ROVERETO VIA VANNETTI,324870229,www.apspvannetti.it,info@apspvannetti.it,VIA VANNETTI  6,464455000,464455010,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,14878.16.00,624.33.00,"45,889996","11,036813"
STR042101103002S09,103002,42,101,ROVERETO,22161,38068,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,61,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA ROVERETO VIA FEDRIGOTTI,2086700222,www.apspvannetti.it,info@apspvannetti.it,VIA FEDRIGOTTI  7,464406401,464455010,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,14828.41.00,342.14.00,"45,887021","11,019874"
STR042101103101S09,103101,42,101,MORI,22123,38065,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,62,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA MORI,323360222,www.apsp-cesarebenedetti.it,segreteria@apsp-cesarebenedetti.it,VIA DEL GARDA  62,464918152,464918566,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,14527.55.00,16092.08.00,"45,868975","10,964928"
STR042101103201S09,103201,42,101,FOLGARIA,22087,38064,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,63,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA FOLGARIA,493060222,www.casalaner.it,amministrazione@casalaner.it,VIA PAPA GIOVANNI XXIII  1,464721174,464721174,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,15370.13.00,2804.23.00,"45,919513","11,167603"
STR042101103202S01,103202,42,101,FOLGARIA,22087,38064,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,64,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA FOLGARIA - ANB. FKT,493060223,www.casalaner.it,amministrazione@casalaner.it,VIA P  GIOVANNI XXIII  1,464721174,464723442,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,15370.13.00,2804.23.00,"45,919513","11,167603"
STR042101103301S09,103301,42,101,BRENTONICO,22025,38060,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,65,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA BRENTONICO,382550226,www.apspbrentonico.it,info@apspbrentonico.it,VIA BALISTA  7 BRENTONICO,464395332,464395757,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,13668.54.00,15988.30.00,"45,817434","10,95871"
STR042101103302S01,103302,42,101,BRENTONICO,22025,38060,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,66,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA BRENTONICO - AMB. FKT,382550226,www.apspbrentonico.it,info@apspbrentonico.it,VIA BALISTA  7,464395332,464395757,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,13668.54.00,15988.30.00,"45,817434","10,95871"
STR042101103401S09,103401,42,101,AVIO,22007,38063,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,67,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA AVIO,1124240225,www.apspavio.it,amministrazione@apspavio.it,VIA CAMPAGNOLA  5,464688011,464688193,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,12273.19.00,15634.25.00,"45,733699","10,937465"
STR042101103501S09,103501,42,101,NOMI,22128,38060,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,68,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA NOMI,338730229,www.operaromani.it,info@operaromani.it,VIA ROMA  21,464839325,464839434,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,15536.40.00,1226.00.00,"45,9295","11,0729"
STR042101103601S09,103601,42,101,ROVERETO,22161,38068,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,69,,,RSA PICCOLE SUORE S.FAMIGLIA - ROVERETO,427050232,www.pssf.it,casasacrafamiglia.rovereto@pssf.it,VIA SAIBANTI 6/B,464430021,464438374,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,15706.31.00,828.22.00,"45,939691","11,049042"
STR042101103701S09,103701,42,101,VALLARSA,22210,38060,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,70,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA VALLARSA,516590221,www.apspvallarsa.it,csa.vallarsa@tin.it,FRAZIONE CORTE  1,464869145,464869145,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,13090.14.00,1913.10.00,"45,782714","11,11413"
STR042101103702S01,103702,42,101,VALLARSA,22210,38060,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,71,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA VALLARSA - AMB. FKT,516590221,,csa.vallarsa@tin.it,FRAZIONE CORTE  1,464869145,464869145,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,13090.14.00,1913.10.00,"45,782714","11,11413"
STR042101110102S09,110102,42,101,VIGO DI FASSA,22217,38039,PUBLIC SOCIAL SERVICE COMPANY,,,,,,,,,,,,,,,,72,,,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA VIGO DI FASSA,964540223,www.apspfassa.it,info@apspfassa.it,STRADA DI PRÈ DE LEJIA  12,462760240,462760249,S09,ASSISTENZA AGLI ANZIANI,ELDERLY ASSISTANCE,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,NURSING HOME,STRUTTURA RESIDENZIALE,7090.15.00,11320.51.00,"46,422655","11,678591"
STR042101040401S08,40401,42,101,LEVICO TERME,22104,38056,THERMAL BATH,,,,,,,,,,,,,,,,,1,,LEVICOFIN S.R.L.,1520320225,www.termedilevico.it,info@termedilevico.it,VIALE VITTORIO EMANUELE  10,461706077,461702359,S08,ASSISTENZA IDROTERMALE,HYDROTHERMAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,OTHER TYPE,ALTRO TIPO DI STRUTTURA TERRITORIALE,283.02.00,4971.45.00,"46,014222","11,297645"
STR042101071401S08,71401,42,101,PEIO,22136,38024,THERMAL BATH,,,,,,,,,,,,,,,,,2,,PEJO TERME NATURA SRL,1584070229,www.termepejo.it,info@termepejo.it,VIA DELLE ACQUE ACIDULE  3,463753226,463743207,S08,ASSISTENZA IDROTERMALE,HYDROTHERMAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,OTHER TYPE,ALTRO TIPO DI STRUTTURA TERRITORIALE,5946.34.00,11057.35.00,"46,354034","10,662855"
